X,Y,NAME,City_ID,City_X,City_Y,City_Dist
35.323894359348003,-22.035688601179505,Vilanculos,2816,35.31659338250,-21.99954994830,4072.03405516000
35.31810081714746,-22.022010646877686,Vilanculos,2816,35.31659338250,-21.99954994830,2491.94829127000
35.323329658775769,-22.00807346369524,Vilanculos,2816,35.31659338250,-21.99954994830,1172.44068822000
35.323334597010941,-21.993371236036467,Vilanculos,2816,35.31659338250,-21.99954994830,976.05596362700
35.322321060847905,-21.980563703206798,Vilanculos,2816,35.31659338250,-21.99954994830,2183.97306151000
35.312917641441189,-21.969691433446467,Vilanculos,2816,35.31659338250,-21.99954994830,3327.95620560000
35.313442478716524,-21.954803008440635,Vilanculos,2816,35.31659338250,-21.99954994830,4965.50203485000
34.742477949940046,-24.775931786686982,Quissico,2815,34.76598099640,-24.72568845740,6051.92853947000
34.756642548611424,-24.770995781776254,Quissico,2815,34.76598099640,-24.72568845740,5106.78077272000
34.770807147282802,-24.766059776865518,Quissico,2815,34.76598099640,-24.72568845740,4498.46477047000
34.784971745954181,-24.761123771954786,Quissico,2815,34.76598099640,-24.72568845740,4370.04014127000
34.799136344625559,-24.75618776704405,Quissico,2815,34.76598099640,-24.72568845740,4760.55583184000
34.813300943296944,-24.751251762133318,Quissico,2815,34.76598099640,-24.72568845740,5561.79768000000
34.826750402638879,-24.744610164292496,Quissico,2815,34.76598099640,-24.72568845740,6495.22390604000
35.387284098601569,-23.892868857732644,Maxixe,2813,35.38855094990,-23.86602274020,2976.17957423000
35.392944,-23.906209839572043,Maxixe,2813,35.38855094990,-23.86602274020,4473.41404492000
35.426129815565893,-23.859667400524835,Maxixe,2813,35.38855094990,-23.86602274020,3891.93988361000
35.414131300722211,-23.850839207006288,Maxixe,2813,35.38855094990,-23.86602274020,3101.22739948000
35.407877550515181,-23.842764939910957,Maxixe,2813,35.38855094990,-23.86602274020,3242.12170023000
35.395848354716634,-23.836211902400422,Maxixe,2813,35.38855094990,-23.86602274020,3384.38137894000
-8.469229029609881,33.24959917758558,El Jadida,2800,-8.50998213849,33.26035870260,3980.59849388000
-8.484228999729611,33.249569237525492,El Jadida,2800,-8.50998213849,33.26035870260,2681.57653374000
-8.497775282711267,33.254269373840771,El Jadida,2800,-8.50998213849,33.26035870260,1322.83755251000
-8.503962023285014,33.265014015343866,El Jadida,2800,-8.50998213849,33.26035870260,762.37851124200
-8.517012263024352,33.263463219450479,El Jadida,2800,-8.50998213849,33.26035870260,740.02217841600
-8.529270057630166,33.257683241942978,El Jadida,2800,-8.50998213849,33.26035870260,1821.56411786000
-8.541916510776192,33.249616816289361,El Jadida,2800,-8.50998213849,33.26035870260,3205.38438407000
-8.550908614825829,33.238378381777636,El Jadida,2800,-8.50998213849,33.26035870260,4526.46472906000
-6.146200659474754,35.234890202829519,Larache,2792,-6.16002221824,35.20042116190,4025.87894401000
-6.150727908321633,35.220589712702314,Larache,2792,-6.16002221824,35.20042116190,2392.27823267000
-6.155255157168512,35.206289222575101,Larache,2792,-6.16002221824,35.20042116190,782.48159622500
